lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
o,O,PRON,PRON,0.5961784524857141,1.6538184960634559,ADV,"PRON: 0.60, ADV: 0.24, CCONJ: 0.07, PROPN: 0.05",True,264,0,5.579729825986222
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
ben,ben,PRON,PRON,0.614767428544865,1.6599914502896118,ADV,"PRON: 0.61, ADV: 0.21, CCONJ: 0.08, PROPN: 0.06",True,310,0,5.739792912179234
asla,asla,ADV,ADV,,,,,False,0,0,0.0
yaşlan,yaşlanmayacağız,VERB,VERB,,,,,True,1,0,0.6931471805599453
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
aşk,Aşkımız,NOUN,NOUN,0.14902600627145401,1.4092659347960323,NUM,"NUM: 0.55, ADJ: 0.31, NOUN: 0.15",True,11,0,2.4849066497880004
asla,asla,ADV,ADV,,,,,False,0,0,0.0
eski,eskimeyecek,VERB,VERB,,,,,False,0,0,0.0
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
öl,ölmeyecek,VERB,VERB,0.5682293006747299,1.4135799515431988,ADJ,"VERB: 0.57, ADJ: 0.24, NOUN: 0.19",True,39,0,3.6888794541139363
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
ve,Ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
bir,bir,DET,DET,0.49958184875865663,1.6482580173109218,NUM,"DET: 0.50, NUM: 0.30, ADJ: 0.15",True,616,0,6.424869023905388
ilkokul,ilkokul,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
öğrenci,öğrencisiyle,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
yirmi,yirmilerinde,NUM,NUM,,,,,True,5,0,1.791759469228055
ki,ki,ADP,ADP,0.352272282719127,2.181690690995641,AUX,"ADP: 0.35, AUX: 0.28, CCONJ: 0.23, NUM: 0.08",True,217,0,5.384495062789089
bir,bir,DET,DET,0.49958184875865663,1.6482580173109218,NUM,"DET: 0.50, NUM: 0.30, ADJ: 0.15",True,616,0,6.424869023905388
kadı,kadının,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
aşk,aşkına,NOUN,NOUN,0.14902600627145401,1.4092659347960323,NUM,"NUM: 0.55, ADJ: 0.31, NOUN: 0.15",True,11,0,2.4849066497880004
hiç,hiç,ADV,ADV,0.14829755248371262,1.3987334442647599,PRON,"PRON: 0.70, ADV: 0.15, PROPN: 0.06",True,45,0,3.828641396489095
kimse,kimse,NOUN,NOUN,0.030071231212396455,1.645199013552493,PRON,"PRON: 0.54, ADV: 0.26, CCONJ: 0.16",True,22,0,3.1354942159291497
artık,artık,ADV,ADV,0.0895164476303238,2.0263396610671656,PRON,"PRON: 0.47, CCONJ: 0.25, PROPN: 0.12, ADV: 0.09",True,30,0,3.4339872044851463
hiçbir,hiçbir,DET,DET,0.5590022920065886,1.4972751375281939,NUM,"DET: 0.56, NUM: 0.32, ADJ: 0.08",True,17,0,2.8903717578961645
şey,şey,NOUN,NOUN,0.7797490937613291,0.7606253858126094,ADJ,"NOUN: 0.78, ADJ: 0.22",True,102,0,4.634728988229636
söyle,söyleyemeyecek,VERB,VERB,0.721528986702589,0.8533590847777625,CCONJ,"VERB: 0.72, CCONJ: 0.28",True,89,0,4.499809670330265
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
kim,Kim,PRON,PRON,0.5973445626800743,1.7438346441668269,ADV,"PRON: 0.60, ADV: 0.14, NOUN: 0.11, PROPN: 0.09, ADJ: 0.05",True,12,0,2.5649493574615367
de,demiş,VERB,VERB,0.7089626585740004,0.8700574815901702,CCONJ,"VERB: 0.71, CCONJ: 0.29",True,295,0,5.69035945432406
öl,öldüğünü,VERB,VERB,0.5682293006747299,1.4135799515431988,ADJ,"VERB: 0.57, ADJ: 0.24, NOUN: 0.19",True,39,0,3.6888794541139363
?,?,PUNCT,PUNCT,,,,,True,125,0,4.836281906951478
..,..,PUNCT,PUNCT,,,,,True,13,0,2.6390573296152584
ama,Ama,CCONJ,CCONJ,0.26313102212215905,1.8047829885976687,PRON,"PRON: 0.46, CCONJ: 0.26, ADV: 0.22",True,139,0,4.941642422609304
işte,işte,ADV,ADV,0.11734689772862172,2.034632031144819,PRON,"PRON: 0.41, CCONJ: 0.29, PROPN: 0.15, ADV: 0.12",True,18,0,2.9444389791664403
gemi,gemi,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
liman,limandan,NOUN,NOUN,,,,,False,0,0,0.0
demir,demir,ADJ,ADJ,,,,,True,2,0,1.0986122886681098
al,al,ADJ,ADJ,,,,,False,0,0,0.0
i,dı,AUX,AUX,0.47697018772995686,1.861138213598426,ADP,"AUX: 0.48, ADP: 0.26, CCONJ: 0.18, PROPN: 0.06",True,546,0,6.304448802421981
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
Türkiye,Türkiye,PROPN,PROPN,0.059663484087279214,2.091524984270449,NUM,"NUM: 0.48, PRON: 0.19, CCONJ: 0.16, ADJ: 0.07, PROPN: 0.06",True,30,0,3.4339872044851463
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
o,o,DET,DET,0.6447660992254824,1.4376147671166477,NUM,"DET: 0.64, NUM: 0.18, ADJ: 0.13",True,113,0,4.736198448394496
liman,limandan,NOUN,NOUN,,,,,False,0,0,0.0
gitgide,gitgide,ADV,ADV,,,,,True,1,0,0.6931471805599453
uzaklaş,uzaklaşıyor,VERB,VERB,,,,,True,1,0,0.6931471805599453
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
mazi,Maziyle,ADJ,NOUN,,,,,False,0,1,0.0
bağ,bağlarını,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
kopar,koparıyor,VERB,VERB,,,,,True,2,0,1.0986122886681098
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
Belgin,Belgin,PROPN,PROPN,,,,,False,0,0,0.0
doruk,Dorukları,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
Sadri,Sadri,PROPN,PROPN,,,,,False,0,0,0.0
alışık,Alışıkları,ADJ,ADJ,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
kırık,Kırık,ADJ,ADJ,,,,,True,1,0,0.6931471805599453
hayat,Hayatları,NOUN,NOUN,0.23617296238770852,1.163013823457567,PRON,"PRON: 0.68, NOUN: 0.24, ADJ: 0.08",True,32,0,3.4965075614664802
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
ölümsüz,Ölümsüz,ADJ,ADJ,,,,,False,0,0,0.0
aşk,Aşkları,NOUN,NOUN,0.14902600627145401,1.4092659347960323,NUM,"NUM: 0.55, ADJ: 0.31, NOUN: 0.15",True,11,0,2.4849066497880004
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
eski,eski,ADJ,ADJ,0.12356482321186857,1.5251739549622578,DET,"DET: 0.67, ADJ: 0.12, NUM: 0.11, CCONJ: 0.08",True,21,0,3.091042453358316
resim,resimlerde,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
yan,yanımıza,ADJ,ADJ,0.22369130935054335,0.7668506751450528,NOUN,"NOUN: 0.78, ADJ: 0.22",True,60,0,4.110873864173311
al,aldık,VERB,VERB,1.0,0.0,,VERB: 1.00,True,169,0,5.135798437050262
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
git,gidiyoruz,VERB,VERB,1.0,0.0,,VERB: 1.00,True,116,0,4.762173934797756
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
o,Onların,PRON,PRON,0.5961784524857141,1.6538184960634559,ADV,"PRON: 0.60, ADV: 0.24, CCONJ: 0.07, PROPN: 0.05",True,264,0,5.579729825986222
dış,dışında,ADJ,ADJ,0.45413399165948337,1.2599142994957258,NOUN,"NOUN: 0.49, ADJ: 0.45, VERB: 0.06",True,12,0,2.5649493574615367
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
geçmiş,geçmişe,ADJ,ADJ,,,,,True,9,0,2.302585092994046
ait,ait,ADP,ADP,,,,,True,7,0,2.0794415416798357
ne,ne,PRON,PRON,0.657373909218341,1.5595369645973152,PROPN,"PRON: 0.66, PROPN: 0.14, ADV: 0.11, NOUN: 0.06",True,98,0,4.59511985013459
var,varsa,VERB,VERB,0.919968924709315,0.40228867645093425,ADJ,"VERB: 0.92, ADJ: 0.08",True,49,0,3.912023005428146
bırak,bıraktık,VERB,VERB,1.0,0.0,,VERB: 1.00,True,32,0,3.4965075614664802
geri,geride,ADJ,ADJ,0.11890081834870855,0.526193026563724,NOUN,"NOUN: 0.88, ADJ: 0.12",True,18,0,2.9444389791664403
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
gelecek,Geleceğe,ADJ,ADJ,0.16327465084826548,2.5452423233122383,NUM,"NUM: 0.23, PRON: 0.18, ADV: 0.18, ADJ: 0.16, NOUN: 0.13, PROPN: 0.12",True,13,0,2.6390573296152584
dair,dair,ADP,ADP,,,,,True,1,0,0.6931471805599453
ne,ne,PRON,PRON,0.657373909218341,1.5595369645973152,PROPN,"PRON: 0.66, PROPN: 0.14, ADV: 0.11, NOUN: 0.06",True,98,0,4.59511985013459
var,varsa,VERB,VERB,0.919968924709315,0.40228867645093425,ADJ,"VERB: 0.92, ADJ: 0.08",True,49,0,3.912023005428146
yük,yükte,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
hafif,hafif,ADJ,ADJ,,,,,True,7,0,2.0794415416798357
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
paha,pahada,NOUN,NOUN,,,,,False,0,0,0.0
ağır,ağır,ADJ,ADJ,0.22275478610867838,1.9445765749793675,PRON,"PRON: 0.32, NOUN: 0.31, ADJ: 0.22, ADV: 0.15",True,11,0,2.4849066497880004
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
biz,bizle,PRON,PRON,0.5140713310358356,1.872132039681025,ADV,"PRON: 0.51, ADV: 0.19, CCONJ: 0.17, PROPN: 0.06, NOUN: 0.05",True,86,0,4.465908118654584
i,ledir,AUX,AUX,0.47697018772995686,1.861138213598426,ADP,"AUX: 0.48, ADP: 0.26, CCONJ: 0.18, PROPN: 0.06",True,546,0,6.304448802421981
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
umut,Umutlar,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
biz,bizle,PRON,PRON,0.5140713310358356,1.872132039681025,ADV,"PRON: 0.51, ADV: 0.19, CCONJ: 0.17, PROPN: 0.06, NOUN: 0.05",True,86,0,4.465908118654584
i,ledir,AUX,AUX,0.47697018772995686,1.861138213598426,ADP,"AUX: 0.48, ADP: 0.26, CCONJ: 0.18, PROPN: 0.06",True,546,0,6.304448802421981
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
ah,Ah'lara,NOUN,NOUN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
vah,vah'lara,NOUN,NOUN,,,,,False,0,0,0.0
gerek,gerek,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
yok,yok,ADJ,ADJ,0.19004932758774726,1.3228686251346322,VERB,"VERB: 0.63, ADJ: 0.19, ADV: 0.18",True,51,0,3.9512437185814275
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
güverte,Güverteye,NOUN,NOUN,,,,,False,0,0,0.0
çık,çıkınca,VERB,VERB,1.0,0.0,,VERB: 1.00,True,80,0,4.394449154672439
geri,geride,ADJ,ADJ,0.11890081834870855,0.526193026563724,NOUN,"NOUN: 0.88, ADJ: 0.12",True,18,0,2.9444389791664403
bırak,bıraktığımız,VERB,VERB,1.0,0.0,,VERB: 1.00,True,32,0,3.4965075614664802
manzara,manzaraya,NOUN,NOUN,,,,,False,0,0,0.0
bir,bir,ADV,ADV,0.23299744110966192,1.0714237035875651,PRON,"PRON: 0.72, ADV: 0.23",True,28,0,3.367295829986474
bak,bakın,VERB,VERB,1.0,0.0,,VERB: 1.00,True,85,0,4.454347296253507
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
liman,Limanda,NOUN,NOUN,,,,,False,0,0,0.0
sokak,sokak,NOUN,NOUN,0.3777121795078377,1.5657247527389495,PRON,"NOUN: 0.38, PRON: 0.36, ADJ: 0.26",True,16,0,2.833213344056216
çatış,çatışmaları,VERB,VERB,,,,,False,0,0,0.0
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
patla,patlayan,VERB,VERB,,,,,True,7,0,2.0794415416798357
silah,silahlar,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
hava,havada,NOUN,NOUN,0.29029750329497095,1.9737188215195793,PRON,"PRON: 0.30, NOUN: 0.29, ADJ: 0.21, PROPN: 0.19",True,17,0,2.8903717578961645
uçuş,uçuşan,VERB,VERB,,,,,True,1,0,0.6931471805599453
taş,taşlar,ADJ,ADJ,,,,,True,3,0,1.3862943611198906
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
ve,Ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
o,o,DET,DET,0.6447660992254824,1.4376147671166477,NUM,"DET: 0.64, NUM: 0.18, ADJ: 0.13",True,113,0,4.736198448394496
film,filmden,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
gitgide,gitgide,ADV,ADV,,,,,True,1,0,0.6931471805599453
uzaklaş,uzaklaşıyoruz,VERB,VERB,,,,,True,1,0,0.6931471805599453
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
resim,Resim,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
daha,daha,ADV,ADV,0.16216742905437215,2.279909832774521,PRON,"PRON: 0.30, CCONJ: 0.27, PROPN: 0.19, ADV: 0.16",True,127,0,4.852030263919617
bir,bir,NUM,NUM,0.3916735022215744,1.8552050660223744,DET,"DET: 0.40, NUM: 0.39, ADJ: 0.09, PROPN: 0.06, NOUN: 0.06",True,170,0,5.14166355650266
hafta,haftada,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,19,0,2.995732273553991
küçül,küçülüyor,VERB,VERB,,,,,False,0,0,0.0
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
kışkırtıcı,Kışkırtıcıların,ADJ,ADJ,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
provokatör,provokatörlerin,ADJ,ADJ,,,,,False,0,0,0.0
ses,sesleri,NOUN,NOUN,0.3237009019450614,1.9450836951989445,PRON,"NOUN: 0.32, PRON: 0.31, PROPN: 0.20, ADJ: 0.17",True,32,0,3.4965075614664802
duy,duyulmuyor,VERB,VERB,1.0,0.0,,VERB: 1.00,True,35,0,3.58351893845611
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
gemi,Gemi,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
uzaklaş,uzaklaştıkça,VERB,VERB,,,,,True,1,0,0.6931471805599453
el,el,NOUN,NOUN,0.685323078074829,0.8984985975836332,ADJ,"NOUN: 0.69, ADJ: 0.31",True,81,0,4.406719247264253
-,-,PUNCT,PUNCT,,,,,True,74,0,4.31748811353631
kol,kol,NOUN,NOUN,0.23456548889104384,1.9729883115525322,ADJ,"ADJ: 0.30, PRON: 0.28, NOUN: 0.23, PROPN: 0.18",True,13,0,2.6390573296152584
hareket,hareketleri,NOUN,NOUN,0.46389258541889833,1.4825736885831595,ADJ,"NOUN: 0.46, ADJ: 0.36, VERB: 0.17",True,14,0,2.70805020110221
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
çırpınış,çırpınışları,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
gör,görülmez,VERB,VERB,1.0,0.0,,VERB: 1.00,True,81,0,4.406719247264253
ol,oluyor,VERB,VERB,1.0,0.0,,VERB: 1.00,True,603,0,6.403574197934815
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
Türkiye,Türkiye,PROPN,PROPN,0.059663484087279214,2.091524984270449,NUM,"NUM: 0.48, PRON: 0.19, CCONJ: 0.16, ADJ: 0.07, PROPN: 0.06",True,30,0,3.4339872044851463
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
anlamsız,anlamsız,ADJ,ADJ,,,,,True,1,0,0.6931471805599453
iç,iç,ADJ,ADJ,0.5266476463656918,0.9979501219428724,NOUN,"ADJ: 0.53, NOUN: 0.47",True,71,0,4.276666119016055
savaş,savaş,NOUN,NOUN,,,,,True,9,0,2.302585092994046
korkut,korkutmalarına,VERB,VERB,,,,,True,2,0,1.0986122886681098
iltifat,iltifat,NOUN,NOUN,,,,,False,0,0,0.0
et,etmiyor,VERB,VERB,0.021423477839648417,2.0747581498935594,AUX,"AUX: 0.33, ADP: 0.33, CCONJ: 0.23",True,260,0,5.564520407322694
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
beş,Beş,NUM,NUM,0.5130197036369758,1.6874725574389133,DET,"NUM: 0.51, DET: 0.31, ADJ: 0.11, PROPN: 0.05",True,20,0,3.044522437723423
bin,bin,NUM,NUM,0.9754567681468136,0.1662405167880201,NOUN,NUM: 0.98,True,25,0,3.258096538021482
asker,askerinin,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
harekat,harekatında,NOUN,NOUN,,,,,True,5,0,1.791759469228055
pirinç,pirinç,NOUN,NOUN,,,,,False,0,0,0.0
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
ekmek,ekmek,NOUN,NOUN,,,,,True,7,0,2.0794415416798357
stok,stoku,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
yap,yapmıyor,VERB,VERB,1.0,0.0,,VERB: 1.00,True,209,0,5.3471075307174685
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
pazar,Pazar,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
gün,günü,NOUN,NOUN,0.7766440096348868,0.7662482696838814,ADJ,"NOUN: 0.78, ADJ: 0.22",True,91,0,4.5217885770490405
kır,kırlara,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
çık,çıkmayı,VERB,VERB,1.0,0.0,,VERB: 1.00,True,80,0,4.394449154672439
seç,seçiyor,VERB,VERB,,,,,True,6,0,1.9459101490553132
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
dağ,Dağda,NOUN,NOUN,,,,,False,0,0,0.0
ki,ki,ADP,ADP,0.352272282719127,2.181690690995641,AUX,"ADP: 0.35, AUX: 0.28, CCONJ: 0.23, NUM: 0.08",True,217,0,5.384495062789089
üç,üç,NUM,NUM,0.19830835997211554,1.9502238270590824,DET,"DET: 0.50, NUM: 0.20, ADJ: 0.14, PROPN: 0.10, CCONJ: 0.07",True,28,0,3.367295829986474
beş,beş,NUM,NUM,0.5130197036369758,1.6874725574389133,DET,"NUM: 0.51, DET: 0.31, ADJ: 0.11, PROPN: 0.05",True,20,0,3.044522437723423
bin,bin,NUM,NUM,0.9754567681468136,0.1662405167880201,NOUN,NUM: 0.98,True,25,0,3.258096538021482
-,-,PUNCT,PUNCT,,,,,True,74,0,4.31748811353631
silah,silah,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
li,lı,ADP,ADP,0.2797323618856777,2.3836488217196035,AUX,"AUX: 0.30, ADP: 0.28, CCONJ: 0.23, NUM: 0.08",True,182,0,5.209486152841421
adam,adamın,NOUN,NOUN,0.48168004535673414,1.5142431721146627,PROPN,"NOUN: 0.48, PROPN: 0.28, ADJ: 0.24",True,41,0,3.7376696182833684
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
gelecek,geleceğini,ADJ,ADJ,0.16327465084826548,2.5452423233122383,NUM,"NUM: 0.23, PRON: 0.18, ADV: 0.18, ADJ: 0.16, NOUN: 0.13, PROPN: 0.12",True,13,0,2.6390573296152584
tehdit,tehdit,NOUN,NOUN,,,,,True,5,0,1.791759469228055
et,edemeyeceğini,VERB,VERB,0.021423477839648417,2.0747581498935594,AUX,"AUX: 0.33, ADP: 0.33, CCONJ: 0.23",True,260,0,5.564520407322694
anla,anlıyor,VERB,VERB,1.0,0.0,,VERB: 1.00,True,44,0,3.8066624897703196
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
kimi,Kimi,DET,DET,0.7211686473829088,0.9023106254697965,ADJ,"DET: 0.72, ADJ: 0.27",True,11,0,2.4849066497880004
politikacı,politikacıların,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
ekonomist,ekonomistlerin,NOUN,NOUN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
stratejist,stratejistlerin,NOUN,NOUN,,,,,False,0,0,0.0
siyasi,siyasi,ADJ,ADJ,,,,,True,2,0,1.0986122886681098
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
iktisadi,iktisadi,ADJ,ADJ,,,,,True,1,0,0.6931471805599453
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
sosyal,sosyal,ADJ,ADJ,0.17861963209151616,1.9105491253953644,DET,"DET: 0.35, NUM: 0.35, ADJ: 0.18, PROPN: 0.12",True,12,0,2.5649493574615367
kuşku,kuşku,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
dalga,dalgalarına,ADV,ADV,,,,,False,0,0,0.0
rağmen,rağmen,ADP,ADP,,,,,True,7,0,2.0794415416798357
gemi,gemi,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
yürü,yürüyor,VERB,VERB,0.9696329731056629,0.1962291533592685,NOUN,VERB: 0.97,True,18,0,2.9444389791664403
...,...,PUNCT,PUNCT,,,,,True,91,0,4.5217885770490405
Türkiye,Türkiye,PROPN,PROPN,0.059663484087279214,2.091524984270449,NUM,"NUM: 0.48, PRON: 0.19, CCONJ: 0.16, ADJ: 0.07, PROPN: 0.06",True,30,0,3.4339872044851463
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
geçmiş,geçmişle,ADJ,ADJ,,,,,True,9,0,2.302585092994046
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
geçmiş,geçmişin,ADJ,ADJ,,,,,True,9,0,2.302585092994046
korku,korkularıyla,NOUN,NOUN,0.7747892094697927,0.7695687527417757,ADJ,"NOUN: 0.77, ADJ: 0.23",True,20,0,3.044522437723423
bağ,bağlarını,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
kop,kopardı,VERB,VERB,,,,,True,5,0,1.791759469228055
git,gidiyor,VERB,VERB,1.0,0.0,,VERB: 1.00,True,116,0,4.762173934797756
.,.,PUNCT,PUNCT,,,,,True,3283,0,8.096817470572319
rota,Rotası,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
barış,barışa,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
",",",",PUNCT,PUNCT,,,,,True,2285,0,7.734558844354756
insanca,insanca,ADJ,NOUN,,,,,False,0,1,0.0
ve,ve,CCONJ,CCONJ,0.23925769350174309,2.411623002364367,NUM,"NUM: 0.34, CCONJ: 0.24, ADJ: 0.14, DET: 0.11, PRON: 0.09, PROPN: 0.06",True,359,0,5.886104031450156
modern,modern,ADJ,ADJ,,,,,False,0,0,0.0
hayat,hayatlara,NOUN,NOUN,0.23617296238770852,1.163013823457567,PRON,"PRON: 0.68, NOUN: 0.24, ADJ: 0.08",True,32,0,3.4965075614664802
