lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
حِينَ,حين,ADP,ADP,0.0,1.096345316210354,SCONJ,"SCONJ: 0.66, CCONJ: 0.31",True,53,0,3.9889840465642745
ظَلّ,ظل,VERB,VERB,1.0,0.0,,VERB: 1.00,True,34,0,3.5553480614894135
محمد,محمد,X,X,0.9865535518503524,0.10285971795902886,NOUN,X: 0.99,True,102,0,4.634728988229636
ناجي,ناجي,X,X,,,,,True,1,0,0.6931471805599453
العطري,العطري,X,X,,,,,False,0,0,0.0
رَئِيس,رئيساً,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,751,0,6.62273632394984
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
حُكُومَة,الحكومة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,431,0,6.068425588244111
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
أَضَاف,أضافت,VERB,VERB,1.0,0.0,,VERB: 1.00,True,275,0,5.62040086571715
مَصدَر,المصادر,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,260,0,5.564520407322694
أَنَّ,ان,SCONJ,SCONJ,0.1860113912672327,2.344537305474792,PART,"PART: 0.27, ADV: 0.22, CCONJ: 0.21, SCONJ: 0.19, AUX: 0.10",True,2768,0,7.926241523170962
مهدي,مهدي,X,X,,,,,True,3,0,1.3862943611198906
دخل,دخل,X,VERB,,,,,True,1,1,0.6931471805599453
الله,الله,X,X,0.19326182321337135,1.5856300026924088,SYM,"SYM: 0.40, PROPN: 0.39, X: 0.19",True,58,0,4.07753744390572
رَئِيس,رئيس,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,751,0,6.62273632394984
تَحرِير,تحرير,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,50,0,3.9318256327243257
صَحِيفَة,صحيفة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,135,0,4.912654885736052
حِزب,الحزب,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,269,0,5.598421958998375
حَاكِم,الحاكم,NOUN,ADJ,,,,,True,9,1,2.302585092994046
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
لِيبِرَالِيّ,الليبرالي,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,11,0,2.4849066497880004
تَوَجُّه,التوجهات,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,36,0,3.6109179126442243
تَسَلَّم,تسلم,VERB,VERB,,,,,True,8,0,2.1972245773362196
مَنصِب,منصب,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,27,0,3.332204510175204
وَزِير,وزير,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
عَلَم,الاعلام,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
خَلَف,خلفا,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
أَحمَد,أحمد,NOUN,NOUN,0.008867405124446254,0.07318758809830371,X,X: 0.99,True,14,0,2.70805020110221
الحسن,الحسن,X,X,,,,,False,0,0,0.0
فِيمَا,فيما,CCONJ,CCONJ,0.2412078325751703,1.82855455487562,AUX,"AUX: 0.45, CCONJ: 0.24, DET: 0.19, PART: 0.12",True,42,0,3.7612001156935624
تَسَلَّم,تسلم,VERB,VERB,,,,,True,8,0,2.1972245773362196
لِوَاء,اللواء,NOUN,NOUN,0.4220846920855246,0.9824117968424663,X,"X: 0.58, NOUN: 0.42",True,18,0,2.9444389791664403
غازي,غازي,X,X,,,,,True,6,0,1.9459101490553132
كنعان,كنعان,X,X,,,,,True,5,0,1.791759469228055
رَئِيس,رئيس,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,751,0,6.62273632394984
شُعبَة,شعبة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,16,0,2.833213344056216
أَمن,الامن,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,172,0,5.153291594497779
سِيَاسِيّ,السياسي,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,198,0,5.293304824724492
مَنصِب,منصب,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,27,0,3.332204510175204
وَزِير,وزير,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
دَاخِلِيّ,الداخلية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,89,0,4.499809670330265
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
ذَكَر,ذكرت,VERB,VERB,1.0,0.0,,VERB: 1.00,True,210,0,5.351858133476067
وِكَالَة,وكالة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,143,0,4.969813299576001
نَبَأ,الانباء,NOUN,NOUN,0.01521048876154946,0.1136292963564954,PRON,PRON: 0.98,True,94,0,4.553876891600541
سُورِيّ,السورية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,188,0,5.241747015059643
أَنَّ,ان,SCONJ,SCONJ,0.1860113912672327,2.344537305474792,PART,"PART: 0.27, ADV: 0.22, CCONJ: 0.21, SCONJ: 0.19, AUX: 0.10",True,2768,0,7.926241523170962
تَعدِيل,التعديل,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,49,0,3.912023005428146
شَمِل,شمل,VERB,VERB,1.0,0.0,,VERB: 1.00,True,41,0,3.7376696182833684
ثَمَانُون,ثماني,NUM,NUM,,,,,False,0,0,0.0
حَقِيبَة,حقائب,NOUN,NOUN,,,,,True,8,0,2.1972245773362196
بَينَ,بين,ADP,ADP,1.0,0.0,,ADP: 1.00,True,804,0,6.690842277418564
هُوَ,ها,PRON,PRON,0.0,0.9793157066976844,X,"X: 0.58, NOUN: 0.42",True,8533,0,9.051813463747946
وِزَارَة,وزارتا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,178,0,5.187385805840755
دَاخِلِيّ,الداخلية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,89,0,4.499809670330265
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
اِقتِصَاد,الاقتصاد,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,84,0,4.442651256490317
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
عَيَّن,عين,VERB,VERB,1.0,0.0,,VERB: 1.00,True,13,0,2.6390573296152584
اللواء,اللواء,X,NOUN,,,,,False,0,1,0.0
كنعان,كنعان,X,X,,,,,True,5,0,1.791759469228055
الذي,الذي,X,DET,0.40581068522372127,1.5513021166032803,CCONJ,"X: 0.41, CCONJ: 0.36, ADP: 0.24",True,46,1,3.8501476017100584
كَان,كان,AUX,AUX,0.38103961856018487,1.5327842625394268,ADV,"ADV: 0.41, AUX: 0.38, CCONJ: 0.21",True,308,0,5.733341276897746
رَئِيس,رئيسا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,751,0,6.62273632394984
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
جِهَاز,جهاز,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,97,0,4.584967478670572
أَمن,الامن,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,172,0,5.153291594497779
سِيَاسِيّ,السياسي,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,198,0,5.293304824724492
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
دَاخِلِيّ,الداخلية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,89,0,4.499809670330265
خَلَف,خلفا,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
لِوَاء,لواء,NOUN,NOUN,0.4220846920855246,0.9824117968424663,X,"X: 0.58, NOUN: 0.42",True,18,0,2.9444389791664403
علي,علي,X,X,0.9862947198413929,0.10446010577939946,NOUN,X: 0.99,True,50,0,3.9318256327243257
حمود,حمود,X,X,,,,,True,2,0,1.0986122886681098
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
كَان,كان,AUX,VERB,0.38103961856018487,1.5327842625394268,ADV,"ADV: 0.41, AUX: 0.38, CCONJ: 0.21",True,308,1,5.733341276897746
كنعان,كنعان,X,X,,,,,True,5,0,1.791759469228055
قَبلَ,قبل,ADP,ADP,0.9264050064156089,0.37919846659561984,CCONJ,"ADP: 0.93, CCONJ: 0.07",True,176,0,5.176149732573829
ذٰلِكَ,ذلك,DET,DET,0.0,1.3462287780113,NOUN,"NOUN: 0.53, X: 0.37, ADJ: 0.10",True,441,0,6.091309882077698
رَئِيس,رئيس,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,751,0,6.62273632394984
جِهَاز,جهاز,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,97,0,4.584967478670572
أَمن,الامن,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,172,0,5.153291594497779
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
اِستِطلَاع,الاستطلاع,NOUN,NOUN,0.10815882533230933,1.0236268896487986,ADV,"ADV: 0.79, NOUN: 0.11, X: 0.08",True,13,0,2.6390573296152584
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
قُوَّة,القوات,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,267,0,5.5909869805108565
سُورِيّ,السورية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,188,0,5.241747015059643
عَامِل,العاملة,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,28,0,3.367295829986474
فِي,في,ADP,ADP,1.0,0.0,,ADP: 1.00,True,6872,0,8.835355971121606
لُبنَان,لبنان,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,161,0,5.087596335232384
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
فِي,في,ADP,ADP,1.0,0.0,,ADP: 1.00,True,6872,0,8.835355971121606
مَا,ما,DET,DET,0.6796552138077646,1.1660827056394418,CCONJ,"DET: 0.68, CCONJ: 0.26",True,814,0,6.703188113240863
وَلِي,يلي,VERB,VERB,1.0,0.0,,VERB: 1.00,True,18,0,2.9444389791664403
اِسم,اسماء,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,126,0,4.844187086458591
وَزِير,الوزراء,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
جَدِيد,الجدد,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,377,0,5.934894195619588
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
مُهَندِس,المهندس,NOUN,NOUN,0.24972531482879057,0.8108424684146225,X,"X: 0.75, NOUN: 0.25",True,41,0,3.7376696182833684
دُكتُور,الدكتور,NOUN,NOUN,0.019432474580627294,0.8663640494840664,PROPN,"PROPN: 0.77, X: 0.21",True,173,0,5.159055299214529
غسان,غسان,X,X,,,,,True,3,0,1.3862943611198906
طيارة,طيارة,X,X,,,,,False,0,0,0.0
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للصناعة,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
صِنَاعَة,للصناعة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,192,0,5.262690188904886
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
دُكتُور,الدكتور,NOUN,NOUN,0.019432474580627294,0.8663640494840664,PROPN,"PROPN: 0.77, X: 0.21",True,173,0,5.159055299214529
ماهر,ماهر,X,X,0.5635014678326398,1.1056844893135709,ADV,"X: 0.56, ADV: 0.42",True,26,0,3.295836866004329
الحسامي,الحسامي,X,X,,,,,False,0,0,0.0
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للصحة,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
صِحَّة,للصحة,NOUN,NOUN,0.6037976905635383,0.9686856933104185,X,"NOUN: 0.60, X: 0.40",True,71,0,4.276666119016055
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
دُكتُور,الدكتور,NOUN,NOUN,0.019432474580627294,0.8663640494840664,PROPN,"PROPN: 0.77, X: 0.21",True,173,0,5.159055299214529
محمد,محمد,X,X,0.9865535518503524,0.10285971795902886,NOUN,X: 0.99,True,102,0,4.634728988229636
زياد,زياد,X,X,,,,,False,0,0,0.0
الايوبي,الايوبي,X,X,,,,,False,0,0,0.0
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للاوقاف,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
وَقف,للاوقاف,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,77,0,4.356708826689592
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
لِوَاء,اللواء,NOUN,NOUN,0.4220846920855246,0.9824117968424663,X,"X: 0.58, NOUN: 0.42",True,18,0,2.9444389791664403
غازي,غازي,X,X,,,,,True,6,0,1.9459101490553132
كنعان,كنعان,X,X,,,,,True,5,0,1.791759469228055
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للداخلية,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
دَاخِلِيّ,للداخلية,ADJ,NOUN,1.0,0.0,,ADJ: 1.00,True,89,1,4.499809670330265
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
دُكتُور,الدكتور,NOUN,NOUN,0.019432474580627294,0.8663640494840664,PROPN,"PROPN: 0.77, X: 0.21",True,173,0,5.159055299214529
عامر,عامر,X,X,,,,,False,0,0,0.0
حسني,حسني,X,X,0.9869220110799299,0.10056888935157261,NOUN,X: 0.99,True,26,0,3.295836866004329
لطفي,لطفي,X,X,,,,,True,4,0,1.6094379124341003
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
اِقتِصَاد,الاقتصاد,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,84,0,4.442651256490317
وَ,والتجارة,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
تِجَارَة,والتجارة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,224,0,5.41610040220442
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
دُكتُور,الدكتور,NOUN,NOUN,0.019432474580627294,0.8663640494840664,PROPN,"PROPN: 0.77, X: 0.21",True,173,0,5.159055299214529
مهدي,مهدي,X,X,,,,,True,3,0,1.3862943611198906
دخل,دخل,X,X,,,,,True,1,0,0.6931471805599453
الله,الله,X,X,0.19326182321337135,1.5856300026924088,SYM,"SYM: 0.40, PROPN: 0.39, X: 0.19",True,58,0,4.07753744390572
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للاعلام,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
إِعلَام,للاعلام,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,50,0,3.9318256327243257
سَيِّد,السيد,NOUN,NOUN,0.19529105747925204,0.7124096434129596,X,"X: 0.80, NOUN: 0.20",True,33,0,3.5263605246161616
محمد,محمد,X,X,0.9865535518503524,0.10285971795902886,NOUN,X: 0.99,True,102,0,4.634728988229636
الغفري,الغفري,X,X,,,,,False,0,0,0.0
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِير,وزيرا,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,626,0,6.440946540632921
لِ,للعدل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
عَدل,للعدل,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
سَيِّدَة,السيدة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,17,0,2.8903717578961645
دُكتُورَة,الدكتورة,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
ديالا,ديالا,X,X,,,,,False,0,0,0.0
الحاج,الحاج,X,X,,,,,True,2,0,1.0986122886681098
عارف,عارف,X,X,,,,,True,1,0,0.6931471805599453
-,-,PUNCT,PUNCT,,,,,True,774,0,6.652863029353347
وَزِيرَة,وزيرة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,12,0,2.5649493574615367
لِ,ل,ADP,ADP,1.0,0.0,,ADP: 1.00,True,5529,0,8.61794309451638
شَأن,الشؤون,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,191,0,5.2574953720277815
اِجتِمَاعِيّ,الاجتماعية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,48,0,3.8918202981106265
وَ,والعمل,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
عَمَل,والعمل,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,484,0,6.184148890937483
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
شَمِل,شمل,VERB,VERB,1.0,0.0,,VERB: 1.00,True,41,0,3.7376696182833684
تَعدِيل,التعديل,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,49,0,3.912023005428146
اَلَّذِي,الذي,DET,DET,0.10805704228843974,1.8814121997544904,CCONJ,"CCONJ: 0.34, AUX: 0.33, PART: 0.21, DET: 0.11",True,1969,0,7.585788821732034
أَتَى,اتى,VERB,VERB,1.0,0.0,,VERB: 1.00,True,81,0,4.406719247264253
بَعدَ,بعد,ADP,ADP,1.0,0.0,,ADP: 1.00,True,459,0,6.131226489483141
أَكثَر,اكثر,ADJ,ADJ,0.28162990520609493,1.2308478468221633,NUM,"NUM: 0.63, ADJ: 0.28, NOUN: 0.08",True,195,0,5.278114659230517
مِن,من,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4246,0,8.353968130313271
سَنَة,سنة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,224,0,5.41610040220442
عَلَى,على,ADP,ADP,1.0,0.0,,ADP: 1.00,True,2892,0,7.970049304976135
تَشكِيل,تشكيل,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,54,0,4.007333185232471
حُكُومَة,حكومة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,431,0,6.068425588244111
العطري,العطري,X,ADJ,,,,,False,0,1,0.0
فِي,في,ADP,ADP,1.0,0.0,,ADP: 1.00,True,6872,0,8.835355971121606
(,(,PUNCT,PUNCT,,,,,True,597,0,6.393590753950631
سِبتَمبِر,سبتمبر,NOUN,NOUN,0.28747192794869764,1.764831422046409,X,"X: 0.42, NOUN: 0.29, NUM: 0.24, ADJ: 0.05",True,66,0,4.204692619390966
),),PUNCT,PUNCT,,,,,True,597,0,6.393590753950631
مِن,من,ADP,ADP,1.0,0.0,,ADP: 1.00,True,4246,0,8.353968130313271
عَام,العام,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,525,0,6.26530121273771
مَاضِي,الماضي,NOUN,ADJ,,,,,True,9,1,2.302585092994046
،,،,PUNCT,PUNCT,,,,,True,3813,0,8.246433786160365
أَيض,ايضا,NOUN,ADV,,,,,True,6,1,1.9459101490553132
وِزَارَة,وزارات,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,178,0,5.187385805840755
صِنَاعَة,الصناعة,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,192,0,5.262690188904886
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
صِحَّة,الصحة,NOUN,NOUN,0.6037976905635383,0.9686856933104185,X,"NOUN: 0.60, X: 0.40",True,71,0,4.276666119016055
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
إِعلَام,الإعلام,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,50,0,3.9318256327243257
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
عَدل,العدل,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
شَأن,الشؤون,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,191,0,5.2574953720277815
اِجتِمَاعِيّ,الاجتماعية,ADJ,ADJ,1.0,0.0,,ADJ: 1.00,True,48,0,3.8918202981106265
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
عَمَل,العمل,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,484,0,6.184148890937483
وَ,و,CCONJ,CCONJ,0.2090750068234723,1.3819851224977189,ADP,"ADP: 0.61, CCONJ: 0.21, PART: 0.18",True,13018,0,9.474165107897397
وَقف,الوقف,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,77,0,4.356708826689592
.,.,PUNCT,PUNCT,,,,,True,6081,0,8.71308886823731
