lemma,form,gold_upos,pred_upos,purity,entropy,rival,distribution,in_train,train_freq,pos_err,log_freq
का,के,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
दिन,दिन,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,320,0,5.771441123130016
ही,ही,PART,PART,0.40215420644220273,0.9721967848644615,ADP,"ADP: 0.60, PART: 0.40",True,955,0,6.862757913051401
पूजन,पूजन,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
करना,किया,VERB,VERB,1.0,0.0,,VERB: 1.00,True,6348,0,8.75605259917045
जाना,जाता,AUX,AUX,0.9053163871560322,0.4519128422794074,SCONJ,"AUX: 0.91, SCONJ: 0.09",True,4664,0,8.447843113281444
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
भैरव,भैरव,PROPN,PROPN,,,,,False,0,0,0.0
का,का,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
स्थान,स्थान,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
उत्तराखंड,उत्तराखंड,PROPN,PROPN,,,,,False,0,0,0.0
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
क्षेत्रपाल,क्षेत्रपाल,PROPN,PROPN,,,,,False,0,0,0.0
अथवा,अथवा,CCONJ,CCONJ,0.7795259426300668,1.1295685444555275,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,17,0,2.8903717578961645
भूमिदेव,भूमिदेव,PROPN,PROPN,,,,,False,0,0,0.0
के,के,ADP,ADP,0.6857431477285152,0.8980263055735463,PART,"ADP: 0.69, PART: 0.31",True,6040,0,8.706324840138741
रूप,रूप,ADP,ADP,1.0,0.0,,ADP: 1.00,True,108,0,4.6913478822291435
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
महत्वपूर्ण,महत्वपूर्ण,ADJ,ADJ,0.3415191202843165,0.9722874419821511,DET,"DET: 0.65, ADJ: 0.34",True,75,0,4.330733340286331
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यह,यह,PRON,PRON,0.8903140382387975,0.6033075821609912,PROPN,"PRON: 0.89, PROPN: 0.07",True,2353,0,7.763871287820222
सोनप्रयाग,सोनप्रयाग,PROPN,PROPN,,,,,False,0,0,0.0
से,से,ADP,ADP,0.3643370438336898,1.5809095913064153,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.30",True,4652,0,8.445267451844648
5,5,NUM,NUM,,,,,True,8,0,2.1972245773362196
किमी,किमी,NOUN,NOUN,0.4645473921973533,0.996370344607142,NUM,"NUM: 0.54, NOUN: 0.46",True,15,0,2.772588722239781
आगे,आगे,ADP,ADP,0.6924751278068055,0.8902956582989316,PART,"ADP: 0.69, PART: 0.31",True,21,0,3.091042453358316
और,और,CCONJ,CCONJ,0.7818763587668318,1.0840762094957785,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,3097,0,8.038512020976814
केदारनाथ,केदारनाथ,PROPN,PROPN,,,,,True,4,0,1.6094379124341003
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
6,6,NUM,NUM,,,,,True,3,0,1.3862943611198906
किमी,किमी,NOUN,NOUN,0.4645473921973533,0.996370344607142,NUM,"NUM: 0.54, NOUN: 0.46",True,15,0,2.772588722239781
पहले,पहले,ADP,ADP,0.5344968250747976,0.9965635671856038,PART,"ADP: 0.53, PART: 0.47",True,202,0,5.313205979041787
(,(,PUNCT,PUNCT,,,,,True,439,0,6.0867747269123065
पैदल,पैदल,NOUN,ADJ,,,,,True,1,1,0.6931471805599453
),),PUNCT,PUNCT,,,,,True,439,0,6.0867747269123065
पड़ना,पड़ने,VERB,VERB,1.0,0.0,,VERB: 1.00,True,61,0,4.127134385045092
वाला,वाला,ADJ,ADJ,0.0,0.7527499849314153,ADP,"ADP: 0.78, PART: 0.22",True,813,0,6.70196036600254
एक,एक,NUM,NUM,0.0,1.6311975615417766,DET,"DET: 0.39, PRON: 0.34, ADJ: 0.26",True,1350,0,7.208600337960199
अत्यन्त,अत्यंत,ADV,ADV,,,,,True,1,0,0.6931471805599453
महत्वपूर्ण,महत्वपूर्ण,ADJ,ADJ,0.3415191202843165,0.9722874419821511,DET,"DET: 0.65, ADJ: 0.34",True,75,0,4.330733340286331
तीर्थ,तीर्थ,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
एवं,एवं,CCONJ,CCONJ,0.7432507831614421,1.2326379696749112,SCONJ,"CCONJ: 0.74, SCONJ: 0.12, DET: 0.10",True,66,0,4.204692619390966
विश्राम,विश्राम,NOUN,ADJ,,,,,True,1,1,0.6931471805599453
स्थल,स्थल,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,37,0,3.6375861597263857
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यह,इसकी,PRON,PRON,0.8903140382387975,0.6033075821609912,PROPN,"PRON: 0.89, PROPN: 0.07",True,2353,0,7.763871287820222
ऊँचाई,ऊँचाई,NOUN,NOUN,,,,,True,4,0,1.6094379124341003
केवल,केवल,PART,PART,0.1726835553184939,1.0042472632037527,NUM,"NUM: 0.76, PART: 0.17, DET: 0.07",True,48,0,3.8918202981106265
1982,1982,NUM,NUM,,,,,False,0,0,0.0
मीटर,मीटर,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,16,0,2.833213344056216
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यहाँ,यहाँ,PRON,PRON,0.8766362823889444,0.7010538203910331,ADV,"PRON: 0.88, ADV: 0.07",True,395,0,5.981414211254481
गर्म,गर्म,ADJ,ADJ,,,,,True,7,0,2.0794415416798357
पानी,पानी,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,89,0,4.499809670330265
और,और,CCONJ,CCONJ,0.7818763587668318,1.0840762094957785,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,3097,0,8.038512020976814
ठंडा,ठंडे,ADJ,ADJ,,,,,True,8,0,2.1972245773362196
पानी,पानी,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,89,0,4.499809670330265
का,के,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
दो,दो,NUM,NUM,0.43466925323102534,1.391754041520736,DET,"DET: 0.47, NUM: 0.43, ADJ: 0.09",True,716,0,6.57507584059962
बहुत,बहुत,DET,ADV,0.6959850491194015,1.3632941632983218,NUM,"DET: 0.70, NUM: 0.12, ADJ: 0.10, PRON: 0.09",True,54,1,4.007333185232471
ही,ही,PART,PART,0.40215420644220273,0.9721967848644615,ADP,"ADP: 0.60, PART: 0.40",True,955,0,6.862757913051401
उत्तम,उत्तम,ADJ,ADJ,,,,,True,1,0,0.6931471805599453
कुंड,कुंड,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
है,हैं,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यहाँ,यहाँ,PRON,PRON,0.8766362823889444,0.7010538203910331,ADV,"PRON: 0.88, ADV: 0.07",True,395,0,5.981414211254481
गौरी,गौरी,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
मंदिर,मंदिर,NOUN,PROPN,1.0,0.0,,NOUN: 1.00,True,80,1,4.394449154672439
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
",",",",PUNCT,PUNCT,,,,,True,2572,0,7.8528278122817445
जो,जो,PRON,PRON,0.2450216478965381,1.718003074151649,SCONJ,"SCONJ: 0.36, CCONJ: 0.36, PRON: 0.25",True,610,0,6.415096959171596
कुछ,कुछ,DET,PRON,0.3238067477138096,1.0555081372747783,NUM,"NUM: 0.65, DET: 0.32",True,347,1,5.8522024797744745
छोटा,छोटा,ADJ,ADJ,0.3889686379954075,1.6499580426570422,NUM,"ADJ: 0.39, NUM: 0.33, DET: 0.27",True,50,0,3.9318256327243257
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
और,और,CCONJ,CCONJ,0.7818763587668318,1.0840762094957785,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,3097,0,8.038512020976814
प्राचीन,प्राचीन,ADJ,ADJ,0.4143878723837436,1.111594742342098,DET,"DET: 0.56, ADJ: 0.41",True,15,0,2.772588722239781
नहीं,नहीं,PART,PART,0.0,1.5919886329015656,ADJ,"ADJ: 0.44, ADV: 0.30, PRON: 0.25",True,1612,0,7.385851078125209
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
जनश्रुति,जनश्रुति,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
कि,कि,SCONJ,SCONJ,0.3127802681945456,1.5244253464235773,CCONJ,"CCONJ: 0.51, SCONJ: 0.31, PRON: 0.16",True,4391,0,8.387539983189367
यह,इसी,DET,DET,0.44676914034212006,1.5535197664328693,ADJ,"DET: 0.45, ADJ: 0.35, PRON: 0.20",True,3218,0,8.076826031298808
स्थान,स्थान,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,95,0,4.564348191467836
पर,पर,ADP,ADP,0.3612901563859914,1.5817090471903124,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,3238,0,8.08301991917133
पार्वती,पार्वती,PROPN,PROPN,,,,,False,0,0,0.0
ने,ने,ADP,ADP,0.4424997917402587,1.58811702262579,PART,"ADP: 0.44, PART: 0.34, CCONJ: 0.21",True,4888,0,8.494743062578646
महादेव,महादेव,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
को,को,ADP,ADP,0.365170180432361,1.5811143586927534,PART,"ADP: 0.37, PART: 0.33, CCONJ: 0.31",True,6007,0,8.700847193443972
पाना,पाने,VERB,VERB,1.0,0.0,,VERB: 1.00,True,95,0,4.564348191467836
के,के,ADP,ADP,0.6857431477285152,0.8980263055735463,PART,"ADP: 0.69, PART: 0.31",True,6040,0,8.706324840138741
लिए,लिए,ADP,ADP,1.0,0.0,,ADP: 1.00,True,1771,0,7.4798641311650265
तपस्या,तपस्या,NOUN,NOUN,,,,,False,0,0,0.0
करना,की,VERB,VERB,1.0,0.0,,VERB: 1.00,True,6348,0,8.75605259917045
था,थी,AUX,AUX,1.0,0.0,,AUX: 1.00,True,2051,0,7.62657020629066
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
मंदिर,मंदिर,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,80,0,4.394449154672439
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
गौरी,गौरी,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
और,और,CCONJ,CCONJ,0.7818763587668318,1.0840762094957785,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,3097,0,8.038512020976814
पार्वती,पार्वती,PROPN,PROPN,,,,,False,0,0,0.0
का,की,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
धातु,धातु,NOUN,NOUN,,,,,False,0,0,0.0
का,की,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
मूर्ति,मूर्तियाँ,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
है,हैं,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
दूसरा,दूसरा,ADJ,ADJ,0.30791848112022446,1.8617052789652127,DET,"DET: 0.40, ADJ: 0.31, PRON: 0.17, NUM: 0.12",True,168,0,5.1298987149230735
मंदिर,मंदिर,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,80,0,4.394449154672439
राधाकृष्ण,राधाकृष्ण,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
का,का,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
",",",",PUNCT,PUNCT,,,,,True,2572,0,7.8528278122817445
जो,जिसे,PRON,PRON,0.2450216478965381,1.718003074151649,SCONJ,"SCONJ: 0.36, CCONJ: 0.36, PRON: 0.25",True,610,0,6.415096959171596
कृष्ण,कृष्ण,PROPN,PROPN,1.0,0.0,,PROPN: 1.00,True,21,0,3.091042453358316
भक्त,भक्तों,NOUN,NOUN,,,,,True,9,0,2.302585092994046
का,का,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
नूतन,नूतन,ADJ,ADJ,,,,,False,0,0,0.0
प्रयास,प्रयास,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,114,0,4.74493212836325
समझना,समझा,VERB,VERB,1.0,0.0,,VERB: 1.00,True,52,0,3.970291913552122
जाना,जाना,AUX,AUX,0.9053163871560322,0.4519128422794074,SCONJ,"AUX: 0.91, SCONJ: 0.09",True,4664,0,8.447843113281444
ही,ही,PART,PART,0.40215420644220273,0.9721967848644615,ADP,"ADP: 0.60, PART: 0.40",True,955,0,6.862757913051401
उत्तम,उत्तम,ADJ,ADJ,,,,,True,1,0,0.6931471805599453
होना,होगा,VERB,VERB,1.0,0.0,,VERB: 1.00,True,2841,0,7.952263308657046
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
मंदिर,मंदिर,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,80,0,4.394449154672439
का,के,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
गर्भगृह,गर्भगृह,NOUN,NOUN,,,,,True,2,0,1.0986122886681098
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
नारायण,नारायण,PROPN,PROPN,,,,,True,8,0,2.1972245773362196
भगवान,भगवान,NOUN,NOUN,,,,,True,8,0,2.1972245773362196
का,की,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
सुन्दर,सुंदर,ADJ,ADJ,0.12846973153961314,1.0875441835565762,NUM,"NUM: 0.74, DET: 0.13, ADJ: 0.13",True,12,0,2.5649493574615367
मूर्ति,मूर्ति,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
अन्य,अन्य,ADJ,ADJ,0.14869772443661275,1.5292949622857956,DET,"DET: 0.46, NUM: 0.38, ADJ: 0.15",True,245,0,5.5053315359323625
मूर्ति,मूर्तियों,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
भू,भू,PROPN,NOUN,,,,,False,0,1,0.0
-,-,PUNCT,PUNCT,,,,,True,1232,0,7.117205503164344
देवी,देवी,PROPN,NOUN,1.0,0.0,,PROPN: 1.00,True,35,1,3.58351893845611
तथा,तथा,CCONJ,CCONJ,0.8292406586460063,0.7897501529843878,SCONJ,"CCONJ: 0.83, SCONJ: 0.13",True,179,0,5.19295685089021
लक्ष्मी,लक्ष्मी,PROPN,PROPN,,,,,True,7,0,2.0794415416798357
का,की,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
मूर्ति,मूर्तियाँ,NOUN,NOUN,,,,,True,10,0,2.3978952727983707
उल्लेखनीय,उल्लेखनीय,ADJ,ADJ,0.46679831449226755,1.3859133865445963,VERB,"ADJ: 0.47, VERB: 0.42, NOUN: 0.11",True,58,0,4.07753744390572
है,हैं,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यहाँ,यहाँ,PRON,PRON,0.8766362823889444,0.7010538203910331,ADV,"PRON: 0.88, ADV: 0.07",True,395,0,5.981414211254481
अनेक,अनेक,DET,DET,0.4603893663057025,1.1318012305531417,NUM,"NUM: 0.52, DET: 0.46",True,26,0,3.295836866004329
कुंड,कुंड,NOUN,NOUN,,,,,True,3,0,1.3862943611198906
भी,भी,PART,PART,0.4006200038721949,0.9713121182961167,ADP,"ADP: 0.60, PART: 0.40",True,1873,0,7.535830462798367
है,हैं,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यह,इनके,PRON,PRON,0.8903140382387975,0.6033075821609912,PROPN,"PRON: 0.89, PROPN: 0.07",True,2353,0,7.763871287820222
नाम,नाम,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,170,0,5.14166355650266
ब्रह्म,ब्रह्म,PROPN,PROPN,,,,,False,0,0,0.0
कुंड,कुंड,PROPN,PROPN,,,,,False,0,0,0.0
",",",",PUNCT,PUNCT,,,,,True,2572,0,7.8528278122817445
रुद्र,रुद्र,PROPN,PROPN,,,,,True,1,0,0.6931471805599453
कुंड,कुंड,PROPN,PROPN,,,,,False,0,0,0.0
और,और,CCONJ,CCONJ,0.7818763587668318,1.0840762094957785,SCONJ,"CCONJ: 0.78, SCONJ: 0.12, PART: 0.06",True,3097,0,8.038512020976814
सरस्वती,सरस्वती,PROPN,PROPN,1.0,0.0,,PROPN: 1.00,True,11,0,2.4849066497880004
कुंड,कुंड,PROPN,NOUN,,,,,False,0,1,0.0
है,हैं,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
यह,इस,DET,DET,0.44676914034212006,1.5535197664328693,ADJ,"DET: 0.45, ADJ: 0.35, PRON: 0.20",True,3218,0,8.076826031298808
मंदिर,मंदिर,NOUN,NOUN,1.0,0.0,,NOUN: 1.00,True,80,0,4.394449154672439
में,में,ADP,ADP,0.36201976478733333,1.5815300942154034,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,8417,0,9.038127549330516
अखंड,अखंड,ADJ,ADJ,,,,,False,0,0,0.0
धूनी,धूनी,NOUN,NOUN,,,,,False,0,0,0.0
जलना,जलती,VERB,VERB,,,,,True,4,0,1.6094379124341003
रहना,रहती,AUX,AUX,0.8954514054173419,0.48325065453932553,SCONJ,"AUX: 0.90, SCONJ: 0.10",True,1527,0,7.331714969726466
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
किंवदंती,किंवदंती,NOUN,NOUN,,,,,False,0,0,0.0
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
कि,कि,SCONJ,SCONJ,0.3127802681945456,1.5244253464235773,CCONJ,"CCONJ: 0.51, SCONJ: 0.31, PRON: 0.16",True,4391,0,8.387539983189367
यह,यह,PRON,PRON,0.8903140382387975,0.6033075821609912,PROPN,"PRON: 0.89, PROPN: 0.07",True,2353,0,7.763871287820222
वह,वही,DET,DET,0.7503502637029387,1.0946397920605235,ADJ,"DET: 0.75, ADJ: 0.13, PRON: 0.11",True,266,0,5.58724865840025
अग्नि,अग्नि,NOUN,PROPN,,,,,True,1,1,0.6931471805599453
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
",",",",PUNCT,PUNCT,,,,,True,2572,0,7.8528278122817445
जो,जिसको,PRON,PRON,0.2450216478965381,1.718003074151649,SCONJ,"SCONJ: 0.36, CCONJ: 0.36, PRON: 0.25",True,610,0,6.415096959171596
साक्षी,साक्षी,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
करना,कर,VERB,VERB,1.0,0.0,,VERB: 1.00,True,6348,0,8.75605259917045
शिव,शिव,PROPN,PROPN,0.8533783191215502,0.6013210852930005,NOUN,"PROPN: 0.85, NOUN: 0.15",True,11,0,2.4849066497880004
ने,ने,ADP,ADP,0.4424997917402587,1.58811702262579,PART,"ADP: 0.44, PART: 0.34, CCONJ: 0.21",True,4888,0,8.494743062578646
पार्वती,पार्वती,PROPN,PROPN,,,,,False,0,0,0.0
से,से,ADP,ADP,0.3643370438336898,1.5809095913064153,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.30",True,4652,0,8.445267451844648
विवाह,विवाह,NOUN,NOUN,0.9077894441356152,0.4438056388613491,PROPN,"NOUN: 0.91, PROPN: 0.09",True,13,0,2.6390573296152584
करना,किया,VERB,VERB,1.0,0.0,,VERB: 1.00,True,6348,0,8.75605259917045
था,था,AUX,AUX,1.0,0.0,,AUX: 1.00,True,2051,0,7.62657020629066
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
पार्वती,पार्वती,PROPN,PROPN,,,,,False,0,0,0.0
का,का,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
मायका,मायका,NOUN,NOUN,,,,,True,1,0,0.6931471805599453
अर्थात,अर्थात,SCONJ,SCONJ,,,,,True,2,0,1.0986122886681098
हिमालय,हिमालय,PROPN,PROPN,,,,,True,5,0,1.791759469228055
नरेश,नरेश,NOUN,NOUN,,,,,True,8,0,2.1972245773362196
का,का,ADP,ADP,0.3603268204506129,1.5823800041391485,PART,"ADP: 0.36, PART: 0.33, CCONJ: 0.31",True,16610,0,9.717820405491077
निवास,निवास,NOUN,NOUN,,,,,True,9,0,2.302585092994046
(,(,PUNCT,PUNCT,,,,,True,439,0,6.0867747269123065
संभवतः,संभवतः,ADV,ADV,,,,,True,10,0,2.3978952727983707
ग्रीष्म,ग्रीष्म,NOUN,PROPN,,,,,False,0,1,0.0
निवास,निवास,NOUN,PROPN,,,,,True,9,1,2.302585092994046
),),PUNCT,PUNCT,,,,,True,439,0,6.0867747269123065
भी,भी,PART,PART,0.4006200038721949,0.9713121182961167,ADP,"ADP: 0.60, PART: 0.40",True,1873,0,7.535830462798367
यह,यही,PRON,PRON,0.8903140382387975,0.6033075821609912,PROPN,"PRON: 0.89, PROPN: 0.07",True,2353,0,7.763871287820222
बताना,बताया,VERB,VERB,1.0,0.0,,VERB: 1.00,True,719,0,6.579251212010101
जाना,जाता,AUX,AUX,0.9053163871560322,0.4519128422794074,SCONJ,"AUX: 0.91, SCONJ: 0.09",True,4664,0,8.447843113281444
है,है,AUX,AUX,1.0,0.0,,AUX: 1.00,True,8400,0,9.036106025364846
।,।,PUNCT,PUNCT,,,,,True,12160,0,9.405989388981
